id,order_id,ship_date,ship_mode,postal_code,state,shipping_cost,delivery_status
NULL,113516,2016/09/10,Second Class,93534,California,12.40,1
NULL,113530,2017/05/21,Second Class,94109,California,12.40,1
NULL,113558,2017/10/26,Standard Class,33801,Florida,9.45,1
NULL,113579,2014/12/15,Second Class,90049,California,12.40,1
NULL,113621,2016/12/05,Standard Class,20852,Maryland,9.45,1
NULL,113628,2015/11/19,Standard Class,33317,Florida,9.45,1
NULL,113649,2016/08/12,First Class,28314,North Carolina,19.50,1
NULL,113670,2017/10/17,First Class,90045,California,19.50,1
NULL,113747,2016/06/04,Standard Class,39212,Mississippi,9.45,1
NULL,113803,2016/03/26,First Class,47374,Indiana,19.50,1
NULL,113852,2017/08/02,Standard Class,98115,Washington,9.45,1
NULL,113901,2015/10/24,Standard Class,48227,Michigan,9.45,1
NULL,113929,2014/06/21,Standard Class,11550,New York,9.45,1
NULL,113971,2015/05/14,Standard Class,44221,Ohio,9.45,1
NULL,114055,2017/12/29,Second Class,35810,Alabama,12.40,0
NULL,114069,2015/07/15,Second Class,10035,New York,12.40,1
NULL,114104,2016/11/24,Standard Class,73034,Oklahoma,9.45,1
NULL,114174,2016/09/14,Standard Class,2148,Massachusetts,9.45,1
NULL,114188,2014/05/22,Second Class,3820,New Hampshire,12.40,1
NULL,114258,2017/11/10,Second Class,75081,Texas,12.40,0
NULL,114293,2016/11/26,Standard Class,97030,Oregon,9.45,1
NULL,114300,2015/10/17,Standard Class,40214,Kentucky,9.45,1
NULL,114433,2014/05/17,Standard Class,94601,California,9.45,1
NULL,114468,2015/08/23,Same Day,60440,Illinois,24.50,1
NULL,114489,2016/12/09,Standard Class,53132,Wisconsin,9.45,1
NULL,114510,2014/03/19,Standard Class,84321,Utah,9.45,1
NULL,114517,2014/12/27,Standard Class,10024,New York,9.45,1
NULL,114524,2017/04/05,Second Class,60623,Illinois,12.40,1
NULL,114622,2016/04/12,First Class,45503,Ohio,19.50,1
NULL,114636,2017/08/29,Standard Class,28205,North Carolina,9.45,1
NULL,114643,2014/06/17,Standard Class,90032,California,9.45,1
NULL,114713,2016/07/12,Standard Class,33012,Florida,9.45,1
NULL,114727,2016/07/24,Standard Class,80219,Colorado,9.45,1
NULL,114776,2016/12/07,First Class,94509,California,19.50,1
NULL,114888,2016/09/24,Second Class,94109,California,12.40,1
NULL,114923,2015/02/13,Standard Class,43229,Ohio,9.45,1
NULL,114951,2016/07/03,Standard Class,94109,California,9.45,1
NULL,114972,2016/11/06,First Class,90032,California,19.50,1
NULL,115091,2015/10/09,Standard Class,22153,Virginia,9.45,1
NULL,115161,2014/02/02,First Class,92691,California,19.50,1
NULL,115175,2017/08/12,Standard Class,95123,California,9.45,1
NULL,115259,2014/08/27,Second Class,43229,Ohio,12.40,1
NULL,115336,2014/11/25,Standard Class,60623,Illinois,9.45,1
NULL,115357,2014/08/11,Second Class,29203,South Carolina,12.40,1
NULL,115364,2017/07/02,Standard Class,92105,California,9.45,1
NULL,115455,2016/09/14,Standard Class,60090,Illinois,9.45,1
NULL,115476,2016/03/17,Same Day,19711,Delaware,24.50,1
NULL,115504,2016/03/17,Standard Class,71203,Louisiana,9.45,1
NULL,115511,2015/11/25,Standard Class,89115,Nevada,9.45,1
NULL,115525,2016/07/29,Standard Class,43615,Ohio,9.45,1
NULL,115546,2017/05/18,Standard Class,10035,New York,9.45,1
NULL,115588,2016/11/12,Second Class,43615,Ohio,12.40,1
NULL,115602,2017/12/24,Standard Class,10009,New York,9.45,0
NULL,115651,2017/07/12,First Class,60610,Illinois,19.50,1
NULL,115742,2015/04/22,Standard Class,47150,Indiana,9.45,1
NULL,115756,2016/09/07,Second Class,48227,Michigan,12.40,1
NULL,115791,2014/01/18,Second Class,19134,Pennsylvania,12.40,1
NULL,115798,2015/11/19,Standard Class,19711,Delaware,9.45,1
NULL,115812,2014/06/14,Standard Class,90032,California,9.45,1
NULL,115819,2016/04/24,Second Class,90049,California,12.40,1
NULL,115917,2016/05/25,Standard Class,94591,California,9.45,1
NULL,115931,2017/12/26,Standard Class,88220,New Mexico,9.45,0
NULL,115938,2015/06/30,Standard Class,23223,Virginia,9.45,1
NULL,115945,2015/07/01,Standard Class,90045,California,9.45,1
NULL,115973,2014/11/26,First Class,45231,Ohio,19.50,1
NULL,115980,2014/07/19,Standard Class,57103,South Dakota,9.45,1
NULL,115987,2014/09/13,Second Class,75701,Texas,12.40,1
NULL,115994,2017/01/31,Second Class,92627,California,12.40,1
NULL,116092,2015/02/18,Second Class,90004,California,12.40,1
NULL,116204,2017/02/14,Second Class,94110,California,12.40,1
NULL,116225,2017/11/09,Standard Class,10009,New York,9.45,0
NULL,116232,2016/09/26,Standard Class,33024,Florida,9.45,1
NULL,116239,2014/03/04,Same Day,29203,South Carolina,24.50,1
NULL,116344,2016/08/02,Standard Class,19140,Pennsylvania,9.45,1
NULL,116358,2017/11/06,Standard Class,66212,Kansas,9.45,0
NULL,116400,2016/10/24,First Class,23223,Virginia,19.50,1
NULL,116407,2014/11/21,Standard Class,37604,Tennessee,9.45,1
NULL,116519,2017/10/15,First Class,10009,New York,19.50,1
NULL,116540,2016/09/02,Same Day,53711,Wisconsin,24.50,1
NULL,116547,2016/01/17,Standard Class,98115,Washington,9.45,1
NULL,116645,2017/12/04,Standard Class,19711,Delaware,9.45,0
NULL,116687,2015/05/07,Standard Class,77095,Texas,9.45,1
NULL,116715,2017/12/05,First Class,94122,California,19.50,0
NULL,116729,2016/12/28,First Class,90049,California,19.50,1
NULL,116736,2016/01/21,Standard Class,3301,New Hampshire,9.45,1
NULL,116750,2015/07/10,Second Class,28314,North Carolina,12.40,1
NULL,116757,2014/07/04,Standard Class,77095,Texas,9.45,1
NULL,116834,2014/10/16,Standard Class,98115,Washington,9.45,1
NULL,116855,2017/12/21,Standard Class,23320,Virginia,9.45,0
NULL,116904,2014/09/28,Standard Class,55407,Minnesota,9.45,1
NULL,116932,2014/07/25,Standard Class,94122,California,9.45,1
NULL,116974,2016/10/15,Standard Class,45373,Ohio,9.45,1
NULL,117016,2014/03/09,Standard Class,33063,Florida,9.45,1
NULL,117023,2017/08/12,Standard Class,11561,New York,9.45,1
NULL,117044,2017/09/13,Second Class,60623,Illinois,12.40,1
NULL,117058,2014/05/30,First Class,60653,Illinois,19.50,1
NULL,117135,2014/06/23,Second Class,22980,Virginia,12.40,1
NULL,117163,2014/02/02,Standard Class,92037,California,9.45,1
NULL,117170,2014/09/24,Standard Class,27604,North Carolina,9.45,1
NULL,117184,2015/05/21,Standard Class,77095,Texas,9.45,1
NULL,117212,2017/02/28,Second Class,90036,California,12.40,1
NULL,117240,2017/07/28,Standard Class,10009,New York,9.45,1
NULL,117247,2017/10/14,Standard Class,60505,Illinois,9.45,1
NULL,117261,2017/09/10,Standard Class,90032,California,9.45,1
NULL,117282,2016/07/18,Standard Class,10009,New York,9.45,1
NULL,117331,2017/10/28,Standard Class,85301,Arizona,9.45,1
NULL,117345,2014/08/05,Standard Class,28205,North Carolina,9.45,1
NULL,117394,2017/09/10,Standard Class,19120,Pennsylvania,9.45,1
NULL,117415,2015/12/31,Standard Class,77041,Texas,9.45,1
NULL,117429,2014/10/13,Standard Class,19140,Pennsylvania,9.45,1
NULL,117457,2017/12/12,Standard Class,94110,California,9.45,0
NULL,117485,2017/09/29,Standard Class,74133,Oklahoma,9.45,1
NULL,117534,2017/03/26,First Class,93727,California,19.50,1
NULL,117590,2016/12/10,First Class,75080,Texas,19.50,1
NULL,117639,2014/05/25,Standard Class,23464,Virginia,9.45,1
NULL,117653,2017/10/23,Standard Class,60623,Illinois,9.45,1
NULL,117660,2017/01/04,Standard Class,43229,Ohio,9.45,1
NULL,117695,2017/08/08,First Class,40475,Kentucky,19.50,1
NULL,117702,2017/12/04,Standard Class,21215,Maryland,9.45,0
NULL,117709,2014/05/08,Standard Class,49201,Michigan,9.45,1
NULL,117744,2014/12/06,Standard Class,78415,Texas,9.45,1
NULL,117800,2015/09/26,Standard Class,2149,Massachusetts,9.45,1
NULL,117807,2017/10/07,Standard Class,68025,Nebraska,9.45,1
NULL,117828,2015/12/26,First Class,23223,Virginia,19.50,1
NULL,117849,2016/04/17,Second Class,92105,California,12.40,1
NULL,117863,2017/05/23,Standard Class,10024,New York,9.45,1
NULL,117870,2017/01/30,Second Class,44240,Ohio,12.40,1
NULL,117926,2017/12/12,Second Class,94109,California,12.40,0
NULL,117933,2017/12/29,Standard Class,10024,New York,9.45,0
NULL,117947,2017/08/23,Second Class,10011,New York,12.40,1
NULL,117961,2015/11/30,Standard Class,1453,Massachusetts,9.45,1
NULL,118038,2017/12/11,First Class,77041,Texas,19.50,0
NULL,118052,2016/05/10,Standard Class,44052,Ohio,9.45,1
NULL,118087,2017/09/13,Standard Class,19134,Pennsylvania,9.45,1
NULL,118227,2015/04/28,Standard Class,10009,New York,9.45,1
NULL,118255,2016/03/13,First Class,55122,Minnesota,19.50,1
NULL,118339,2014/03/24,Standard Class,55044,Minnesota,9.45,1
NULL,118360,2017/04/07,Standard Class,10011,New York,9.45,1
NULL,118367,2017/11/02,Second Class,10035,New York,12.40,0
NULL,118402,2017/10/04,Standard Class,38109,Tennessee,9.45,1
NULL,118423,2015/03/27,First Class,61604,Illinois,19.50,1
NULL,118437,2017/06/21,Second Class,98502,Washington,12.40,1
NULL,118486,2014/04/08,First Class,19143,Pennsylvania,19.50,1
NULL,118521,2017/02/20,Standard Class,10035,New York,9.45,1
NULL,118542,2017/12/05,Standard Class,90008,California,9.45,0
NULL,118570,2016/11/17,Standard Class,19143,Pennsylvania,9.45,1
NULL,118626,2016/08/20,Standard Class,32303,Florida,9.45,1
NULL,118640,2017/07/26,Standard Class,60610,Illinois,9.45,1
NULL,118731,2017/11/22,Second Class,94110,California,12.40,0
NULL,118773,2017/02/14,Standard Class,77070,Texas,9.45,1
NULL,118780,2016/09/14,Second Class,10011,New York,12.40,1
NULL,118857,2017/04/18,First Class,89015,Nevada,19.50,1
NULL,118871,2015/12/09,Second Class,90049,California,12.40,1
NULL,118885,2018/01/02,Standard Class,90049,California,9.45,0
NULL,118913,2016/06/29,Standard Class,90049,California,9.45,1
NULL,118948,2015/06/03,Standard Class,98105,Washington,9.45,1
NULL,118955,2015/06/20,Standard Class,75051,Texas,9.45,1
NULL,118962,2014/08/09,Standard Class,90004,California,9.45,1
NULL,118969,2016/10/03,First Class,85023,Arizona,19.50,1
NULL,118976,2014/05/03,Standard Class,21215,Maryland,9.45,1
NULL,118983,2015/11/26,Standard Class,76106,Texas,9.45,1
NULL,119025,2016/02/28,Standard Class,53209,Wisconsin,9.45,1
NULL,119032,2014/12/03,Standard Class,10035,New York,9.45,1
NULL,119039,2017/03/10,Standard Class,94109,California,9.45,1
NULL,119137,2014/07/27,Standard Class,85705,Arizona,9.45,1
NULL,119151,2014/11/29,Second Class,10009,New York,12.40,1
NULL,119165,2016/11/06,Standard Class,19143,Pennsylvania,9.45,1
NULL,119186,2016/05/26,Same Day,76106,Texas,24.50,1
NULL,119193,2017/12/24,First Class,43615,Ohio,19.50,0
NULL,119214,2015/01/27,Standard Class,59715,Montana,9.45,1
NULL,119291,2015/05/17,First Class,19013,Pennsylvania,19.50,1
NULL,119305,2017/12/04,Standard Class,39212,Mississippi,9.45,0
NULL,119312,2015/10/07,Second Class,90045,California,12.40,1
NULL,119375,2014/11/22,Standard Class,19711,Delaware,9.45,1
NULL,119438,2017/03/23,Standard Class,75701,Texas,9.45,1
NULL,119452,2017/03/27,Standard Class,74133,Oklahoma,9.45,1
NULL,119564,2017/12/20,Standard Class,98115,Washington,9.45,0
NULL,119578,2017/12/27,Second Class,2908,Rhode Island,12.40,0
NULL,119592,2015/12/16,Second Class,31907,Georgia,12.40,1
NULL,119669,2017/01/30,Standard Class,30080,Georgia,9.45,1
NULL,119683,2016/03/16,Second Class,10024,New York,12.40,1
NULL,119746,2017/11/27,Standard Class,60610,Illinois,9.45,0
NULL,119823,2016/06/06,First Class,22153,Virginia,19.50,1
NULL,119907,2015/12/08,Standard Class,98103,Washington,9.45,1
NULL,119935,2016/11/14,Standard Class,65807,Missouri,9.45,1
NULL,119963,2016/11/22,Standard Class,77506,Texas,9.45,1
NULL,120005,2016/03/03,Same Day,94110,California,24.50,1
NULL,120089,2017/11/30,Same Day,43615,Ohio,24.50,0
NULL,120103,2015/12/29,Standard Class,85023,Arizona,9.45,1
NULL,120243,2014/12/30,Second Class,90004,California,12.40,1
NULL,120250,2016/09/22,First Class,19140,Pennsylvania,19.50,1
NULL,120257,2016/09/28,Standard Class,19140,Pennsylvania,9.45,1
NULL,120278,2014/11/12,Standard Class,54401,Wisconsin,9.45,1
NULL,120327,2017/11/16,Standard Class,50322,Iowa,9.45,0
NULL,120341,2015/09/29,Second Class,19143,Pennsylvania,12.40,1
NULL,120355,2016/09/25,Standard Class,10801,New York,9.45,1
NULL,120362,2015/09/19,Standard Class,84604,Utah,9.45,1
NULL,120376,2017/12/25,First Class,48227,Michigan,19.50,0
NULL,120390,2017/10/26,Standard Class,27217,North Carolina,9.45,1
NULL,120418,2017/06/12,First Class,85345,Arizona,19.50,1
NULL,120439,2015/06/18,Standard Class,19120,Pennsylvania,9.45,1
NULL,120460,2016/05/05,Standard Class,75081,Texas,9.45,1
NULL,120474,2014/12/03,First Class,53711,Wisconsin,19.50,1
NULL,120516,2015/08/17,Standard Class,30062,Georgia,9.45,1
NULL,120530,2016/04/12,Standard Class,10035,New York,9.45,1
NULL,120544,2014/11/27,Standard Class,75150,Texas,9.45,1
NULL,120572,2015/12/15,Standard Class,32216,Florida,9.45,1
NULL,120705,2017/09/11,Standard Class,33311,Florida,9.45,1
NULL,120761,2017/09/08,Standard Class,11561,New York,9.45,1
NULL,120768,2014/12/21,Second Class,35630,Alabama,12.40,1
NULL,120810,2015/07/27,Standard Class,10009,New York,9.45,1
NULL,120838,2014/03/26,Second Class,90036,California,12.40,1
NULL,120859,2016/09/04,First Class,94110,California,19.50,1
NULL,120873,2016/11/01,Second Class,23666,Virginia,12.40,1
NULL,120880,2015/06/03,Standard Class,98105,Washington,9.45,1
NULL,120887,2014/10/03,Standard Class,7601,New Jersey,9.45,1
NULL,120929,2016/03/21,Second Class,38109,Tennessee,12.40,1
NULL,121034,2016/08/10,Second Class,75081,Texas,12.40,1
NULL,121041,2015/11/10,Standard Class,76117,Texas,9.45,1
NULL,121097,2015/01/08,Standard Class,77520,Texas,9.45,1
NULL,121167,2014/11/30,Second Class,11520,New York,12.40,1
NULL,121223,2016/09/13,Second Class,19143,Pennsylvania,12.40,1
NULL,121251,2017/03/27,First Class,10009,New York,19.50,1
NULL,121300,2017/09/29,Same Day,44060,Ohio,24.50,1
NULL,121314,2017/09/26,First Class,33178,Florida,19.50,1
NULL,121370,2016/11/19,Second Class,19134,Pennsylvania,12.40,1
NULL,121412,2017/09/27,Standard Class,80027,Colorado,9.45,1
NULL,121419,2017/04/04,First Class,31907,Georgia,19.50,1
NULL,121468,2017/11/20,First Class,92683,California,19.50,0
NULL,121503,2017/07/06,Second Class,77041,Texas,12.40,1
NULL,121573,2014/11/07,Standard Class,10009,New York,9.45,1
NULL,121601,2016/10/04,Same Day,75056,Texas,24.50,1
NULL,121608,2015/09/05,First Class,6010,Connecticut,19.50,1
NULL,121615,2017/11/09,Standard Class,55122,Minnesota,9.45,0
NULL,121650,2015/12/16,Standard Class,49201,Michigan,9.45,1
NULL,121664,2014/05/10,Standard Class,90049,California,9.45,1
NULL,121671,2016/07/22,Standard Class,65807,Missouri,9.45,1
NULL,121720,2015/06/12,First Class,33801,Florida,19.50,1
NULL,121727,2014/08/24,Standard Class,43229,Ohio,9.45,1
NULL,121755,2016/01/20,Second Class,90049,California,12.40,1
NULL,121797,2015/02/06,Standard Class,90049,California,9.45,1
NULL,121818,2017/11/21,First Class,27217,North Carolina,19.50,0
NULL,121888,2017/09/17,Second Class,2149,Massachusetts,12.40,1
NULL,121909,2017/08/05,Standard Class,19134,Pennsylvania,9.45,1
NULL,121958,2016/11/17,Standard Class,27360,North Carolina,9.45,1
NULL,121965,2015/06/23,Standard Class,90032,California,9.45,1
NULL,121993,2016/06/12,First Class,19140,Pennsylvania,19.50,1
NULL,122021,2014/10/17,First Class,44134,Ohio,19.50,1
NULL,122035,2017/07/25,Standard Class,57103,South Dakota,9.45,1
NULL,122105,2017/06/28,Standard Class,92646,California,9.45,1
NULL,122133,2016/05/23,Standard Class,6457,Connecticut,9.45,1
NULL,122140,2015/04/07,Standard Class,75220,Texas,9.45,1
NULL,122154,2017/04/11,First Class,32216,Florida,19.50,1
NULL,122182,2016/03/14,Standard Class,19143,Pennsylvania,9.45,1
NULL,122210,2015/12/04,Standard Class,19134,Pennsylvania,9.45,1
NULL,122245,2016/09/30,Standard Class,85023,Arizona,9.45,1
NULL,122259,2015/11/04,Standard Class,49201,Michigan,9.45,1
NULL,122280,2017/09/10,Same Day,10024,New York,24.50,1
NULL,122287,2015/06/23,Standard Class,85345,Arizona,9.45,1
NULL,122322,2016/07/21,Standard Class,84604,Utah,9.45,1
NULL,122336,2014/04/17,Second Class,19140,Pennsylvania,12.40,1
NULL,122371,2015/10/01,Standard Class,92037,California,9.45,1
NULL,122392,2016/07/27,Standard Class,18103,Pennsylvania,9.45,1
NULL,122406,2015/08/05,Second Class,2908,Rhode Island,12.40,1
NULL,122490,2017/11/18,Standard Class,98103,Washington,9.45,0
NULL,122504,2017/11/12,Second Class,94513,California,12.40,0
NULL,122518,2016/03/08,Second Class,33180,Florida,12.40,1
NULL,122567,2014/02/21,Standard Class,75220,Texas,9.45,1
NULL,122595,2017/12/20,Standard Class,60653,Illinois,9.45,0
NULL,122623,2015/09/11,Standard Class,79907,Texas,9.45,1
NULL,122637,2017/09/08,Second Class,60653,Illinois,12.40,1
NULL,122644,2017/11/17,Standard Class,43229,Ohio,9.45,0
NULL,122693,2017/02/21,Second Class,30076,Georgia,12.40,1
NULL,122700,2017/11/30,Standard Class,43229,Ohio,9.45,0
NULL,122707,2017/04/18,First Class,35244,Alabama,19.50,1
NULL,122714,2017/12/13,Standard Class,60653,Illinois,9.45,0
NULL,122728,2016/05/24,Standard Class,94110,California,9.45,1
NULL,122735,2017/04/15,Second Class,2908,Rhode Island,12.40,1
NULL,122756,2015/12/07,Standard Class,19140,Pennsylvania,9.45,1
NULL,122784,2015/07/27,Standard Class,60035,Illinois,9.45,1
NULL,122826,2015/06/25,Second Class,98502,Washington,12.40,1
NULL,122882,2014/09/13,Standard Class,19134,Pennsylvania,9.45,1
NULL,122910,2015/05/16,Standard Class,80027,Colorado,9.45,1
NULL,122931,2014/10/03,Standard Class,19134,Pennsylvania,9.45,1
NULL,122959,2014/12/12,Same Day,78207,Texas,24.50,1
NULL,122994,2017/02/09,First Class,22204,Virginia,19.50,1
NULL,123001,2017/09/08,Standard Class,93309,California,9.45,1
NULL,123064,2014/07/02,First Class,60653,Illinois,19.50,1
NULL,123127,2014/09/12,Standard Class,11561,New York,9.45,1
NULL,123134,2017/05/07,Standard Class,7090,New Jersey,9.45,1
NULL,123155,2015/03/12,First Class,78207,Texas,19.50,1
NULL,123218,2015/12/25,Standard Class,60623,Illinois,9.45,1
NULL,123232,2015/12/16,Second Class,97206,Oregon,12.40,1
NULL,123246,2017/10/19,Second Class,92037,California,12.40,1
NULL,123253,2014/08/25,Second Class,44107,Ohio,12.40,1
NULL,123260,2014/08/30,Standard Class,90032,California,9.45,1
NULL,123274,2016/02/24,Standard Class,10035,New York,9.45,1
NULL,123295,2014/07/18,Same Day,85705,Arizona,24.50,1
NULL,123323,2014/11/12,Standard Class,94110,California,9.45,1
NULL,123344,2014/09/29,Standard Class,94109,California,9.45,1
NULL,123351,2017/09/25,Standard Class,31907,Georgia,9.45,1
NULL,123372,2017/12/02,Standard Class,10035,New York,9.45,0
NULL,123456,2015/07/13,Standard Class,75220,Texas,9.45,1
NULL,123463,2017/12/23,Same Day,94109,California,24.50,0
NULL,123470,2016/08/21,Standard Class,80013,Colorado,9.45,1
NULL,123491,2017/11/05,Standard Class,94122,California,9.45,0
NULL,123498,2014/11/09,First Class,77041,Texas,19.50,1
NULL,123505,2015/11/26,Standard Class,2169,Massachusetts,9.45,1
NULL,123568,2015/11/14,Standard Class,84084,Utah,9.45,1
NULL,123617,2016/12/03,Standard Class,32137,Florida,9.45,1
NULL,123638,2017/07/04,Standard Class,13601,New York,9.45,1
NULL,123659,2017/02/13,First Class,20735,Maryland,19.50,1
NULL,123666,2016/03/30,Standard Class,10011,New York,9.45,1
NULL,123701,2017/11/27,First Class,94110,California,19.50,0
NULL,123750,2016/04/21,Standard Class,28052,North Carolina,9.45,1
NULL,123778,2017/09/30,Standard Class,94122,California,9.45,1
NULL,123806,2016/11/27,Second Class,21215,Maryland,12.40,1
NULL,123925,2014/12/19,Second Class,31907,Georgia,12.40,1
NULL,123960,2015/06/16,Standard Class,71203,Louisiana,9.45,1
NULL,123967,2017/11/03,Second Class,98226,Washington,12.40,0
NULL,123981,2017/10/08,Standard Class,10035,New York,9.45,1
NULL,124023,2014/04/10,First Class,36608,Alabama,19.50,1
NULL,124044,2015/07/26,Second Class,14609,New York,12.40,1
NULL,124051,2016/12/30,First Class,60505,Illinois,19.50,1
NULL,124058,2015/11/24,Standard Class,94601,California,9.45,1
NULL,124086,2017/02/14,Standard Class,92677,California,9.45,1
NULL,124149,2016/04/26,First Class,43130,Ohio,19.50,1
NULL,124303,2017/07/13,Standard Class,19120,Pennsylvania,9.45,1
NULL,124352,2016/10/21,Standard Class,73120,Oklahoma,9.45,1
NULL,124401,2017/09/12,Standard Class,97206,Oregon,9.45,1
NULL,124429,2014/05/27,Same Day,92105,California,24.50,1
NULL,124450,2015/05/03,Standard Class,20016,District of Columbia,9.45,1
NULL,124485,2016/11/26,First Class,10035,New York,19.50,1
NULL,124506,2016/11/17,Standard Class,60623,Illinois,9.45,1
NULL,124541,2015/04/10,Standard Class,77041,Texas,9.45,1
NULL,124576,2017/08/04,Second Class,93905,California,12.40,1
NULL,124653,2015/12/26,First Class,14609,New York,19.50,1
NULL,124667,2016/11/16,Standard Class,10011,New York,9.45,1
NULL,124674,2017/11/23,Standard Class,78521,Texas,9.45,0
NULL,124681,2016/07/23,Second Class,75217,Texas,12.40,1
NULL,124688,2014/08/29,First Class,22153,Virginia,19.50,1
NULL,124709,2014/07/29,Second Class,94122,California,12.40,1
NULL,124772,2016/12/06,First Class,42071,Kentucky,19.50,1
NULL,124793,2016/03/16,First Class,98103,Washington,19.50,1
NULL,124800,2015/09/30,Standard Class,85204,Arizona,9.45,1
NULL,124814,2016/04/16,Standard Class,93309,California,9.45,1
NULL,124821,2017/06/29,Second Class,98115,Washington,12.40,1
NULL,124828,2017/07/04,First Class,27217,North Carolina,19.50,1
NULL,124891,2015/07/31,Same Day,10024,New York,24.50,1
NULL,124919,2015/06/02,First Class,95123,California,19.50,1
NULL,124926,2017/11/18,Second Class,77095,Texas,12.40,0
NULL,124975,2015/06/25,First Class,60505,Illinois,19.50,1
NULL,125115,2017/04/10,Same Day,78745,Texas,24.50,1
NULL,125136,2014/10/03,Standard Class,28314,North Carolina,9.45,1
NULL,125164,2016/11/14,Standard Class,10011,New York,9.45,1
NULL,125171,2014/09/03,Same Day,10009,New York,24.50,1
NULL,125178,2015/10/09,Standard Class,19601,Pennsylvania,9.45,1
NULL,125199,2017/10/25,Standard Class,19120,Pennsylvania,9.45,1
NULL,125206,2016/01/05,First Class,90045,California,19.50,1
NULL,125234,2015/12/01,Standard Class,90049,California,9.45,1
NULL,125290,2017/11/10,Second Class,55407,Minnesota,12.40,0
NULL,125318,2016/06/13,Standard Class,60610,Illinois,9.45,1
NULL,125374,2015/03/29,Standard Class,77095,Texas,9.45,1
NULL,125388,2017/10/23,Standard Class,1841,Massachusetts,9.45,1
NULL,125423,2015/12/15,Second Class,90036,California,12.40,1
NULL,125514,2014/09/22,First Class,68104,Nebraska,19.50,1
NULL,125521,2014/03/19,Standard Class,23320,Virginia,9.45,1
NULL,125556,2014/11/16,Second Class,6824,Connecticut,12.40,1
NULL,125612,2014/08/08,Standard Class,10035,New York,9.45,1
NULL,125717,2017/10/01,First Class,80013,Colorado,19.50,1
NULL,125738,2016/10/21,Standard Class,84106,Utah,9.45,1
NULL,125815,2016/11/01,Second Class,10009,New York,12.40,1
NULL,125829,2014/11/11,Standard Class,90045,California,9.45,1
NULL,125878,2017/03/02,Standard Class,60623,Illinois,9.45,1
NULL,125969,2016/11/10,Second Class,90004,California,12.40,1
NULL,126004,2016/12/05,First Class,10024,New York,19.50,1
NULL,126032,2014/06/28,Standard Class,19143,Pennsylvania,9.45,1
NULL,126046,2017/11/07,Standard Class,30318,Georgia,9.45,0
NULL,126067,2017/09/03,Standard Class,98105,Washington,9.45,1
NULL,126074,2017/10/06,Standard Class,48183,Michigan,9.45,1
NULL,126158,2016/07/31,Standard Class,92627,California,9.45,1
NULL,126179,2017/07/07,Standard Class,31907,Georgia,9.45,1
NULL,126214,2015/12/24,Second Class,98103,Washington,12.40,1
NULL,126221,2018/01/05,Standard Class,47201,Indiana,9.45,0
NULL,126235,2015/10/15,Same Day,48858,Michigan,24.50,1
NULL,126242,2017/11/24,Standard Class,90049,California,9.45,0
NULL,126354,2017/02/08,Standard Class,33024,Florida,9.45,1
NULL,126361,2014/08/09,Second Class,84062,Utah,12.40,1
NULL,126403,2014/09/12,Second Class,1852,Massachusetts,12.40,1
NULL,126438,2017/09/13,First Class,1841,Massachusetts,19.50,1
NULL,126445,2015/08/31,Standard Class,92563,California,9.45,1
NULL,126529,2016/01/13,Second Class,45503,Ohio,12.40,1
NULL,126536,2017/10/14,First Class,94110,California,19.50,1
NULL,126557,2015/07/17,Second Class,60610,Illinois,12.40,1
NULL,126571,2014/10/15,Standard Class,19120,Pennsylvania,9.45,1
NULL,126613,2016/07/16,Standard Class,85204,Arizona,9.45,1
NULL,126662,2017/07/21,Standard Class,90036,California,9.45,1
NULL,126697,2015/09/24,First Class,77041,Texas,19.50,1
NULL,126760,2014/08/02,Standard Class,89031,Nevada,9.45,1
NULL,126774,2017/04/17,First Class,22204,Virginia,19.50,1
NULL,126809,2016/04/13,Standard Class,98103,Washington,9.45,1
NULL,126844,2016/10/14,Standard Class,77070,Texas,9.45,1
NULL,126907,2014/11/08,Standard Class,60610,Illinois,9.45,1
NULL,126956,2017/08/28,Standard Class,55044,Minnesota,9.45,1
NULL,127012,2014/08/15,Standard Class,98105,Washington,9.45,1
NULL,127026,2017/01/27,Standard Class,49201,Michigan,9.45,1
NULL,127040,2015/12/10,Standard Class,10009,New York,9.45,1
NULL,127110,2015/07/01,Standard Class,19143,Pennsylvania,9.45,1
NULL,127131,2014/11/30,Standard Class,98103,Washington,9.45,1
NULL,127159,2014/05/15,First Class,53209,Wisconsin,19.50,1
NULL,127180,2017/10/24,First Class,10024,New York,19.50,1
NULL,127187,2014/12/08,Standard Class,10024,New York,9.45,1
NULL,127208,2016/06/15,First Class,35601,Alabama,19.50,1
NULL,127264,2017/04/05,First Class,60653,Illinois,19.50,1
NULL,127285,2017/11/06,Standard Class,98115,Washington,9.45,0
NULL,127299,2014/09/24,Standard Class,28205,North Carolina,9.45,1
NULL,127306,2017/01/18,Standard Class,37604,Tennessee,9.45,1
NULL,127341,2017/02/02,Standard Class,60653,Illinois,9.45,1
NULL,127369,2016/06/07,First Class,1852,Massachusetts,19.50,1
NULL,127383,2015/01/05,Standard Class,79907,Texas,9.45,1
NULL,127418,2015/06/14,First Class,90004,California,19.50,1
NULL,127432,2017/01/27,Standard Class,59405,Montana,9.45,1
NULL,127446,2014/11/30,Standard Class,76017,Texas,9.45,1
NULL,127453,2015/12/20,First Class,19143,Pennsylvania,19.50,1
